Exercice ,Branche,Code Produit,Sous-Branche,Règlement,Day,Month,Year
2019,0,11,2,7317.82,24,10,2010
2019,0,5,1,5325.13,10,1,2012
2019,0,5,1,5325.0,3,2,2019
2017,0,5,1,5324.46,17,11,2016
2018,0,11,2,7315.0,31,5,2017
2023,0,5,1,5324.2,29,7,2022
2020,0,11,2,7308.56,29,4,2019
2021,0,11,2,7300.96,1,10,2021
2023,0,9,3,24750.0,18,10,2023
2022,0,4,1,5323.61,2,2,2022
2023,0,11,2,7300.82,24,2,2023
2021,0,11,2,7300.0,30,6,2018
2014,0,5,1,5323.01,8,7,2014
2014,0,5,1,5322.81,28,9,2013
2014,0,11,2,7300.0,1,1,2010
2021,0,4,1,5322.16,17,6,2019
2022,0,4,1,5322.03,20,8,2021
2015,0,5,1,5321.96,9,12,2013
2016,0,5,1,5321.8,28,12,2015
2022,0,7,3,24760.0,20,11,2021
2018,0,11,2,7300.0,14,11,2017
2014,0,11,2,7300.0,20,8,2013
2020,0,4,1,5321.59,3,2,2020
2017,0,11,2,7300.0,24,1,2017
2018,0,9,3,24788.0,11,2,2018
2020,0,4,1,5321.53,7,2,2019
2021,0,5,1,5320.89,21,9,2021
2021,0,11,2,7300.0,30,6,2018
2023,0,5,1,5320.48,9,1,2023
2016,0,7,3,24800.0,24,4,2016
2015,0,11,2,7300.0,21,3,2010
2017,0,9,3,24800.0,13,8,2017
2021,0,11,2,7300.0,30,6,2018
2015,0,11,2,7300.0,8,10,2012
2016,0,16,3,8000.0,22,12,2013
2014,0,11,2,7300.0,13,5,2013
2015,0,8,1,5320.25,3,9,2014
2019,0,11,2,7300.0,8,1,2019
2017,0,5,1,5320.0,26,3,2017
2023,0,5,1,5320.0,12,7,2023
2021,0,5,1,5317.77,17,11,2019
2021,0,11,2,7300.0,8,7,2019
2014,0,5,1,5317.27,22,11,2010
2015,0,5,1,5317.18,24,3,2015
2015,0,5,1,5315.56,7,3,2015
2023,0,4,1,5315.25,15,4,2023
2022,0,4,1,5314.59,22,1,2022
2019,0,5,1,5314.3,16,3,2019
2016,0,5,1,5314.26,6,7,2015
2021,0,5,1,5313.7,13,7,2021
2016,0,5,1,5313.47,15,12,2015
2014,0,11,2,7300.0,13,5,2014
2021,0,7,3,24850.0,8,12,2020
2015,0,6,1,24852.85,8,3,2015
2014,0,6,1,24852.85,8,7,2014
2014,0,6,1,24852.85,3,12,2014
2021,0,4,1,5313.24,3,4,2021
2022,0,5,1,5312.25,13,2,2022
2021,0,4,1,5312.25,13,4,2021
2021,0,4,1,5309.94,25,11,2018
2014,0,11,2,7300.0,31,10,2012
2020,0,11,2,7300.0,20,6,2019
2015,0,5,1,5308.98,21,5,2013
2014,0,11,2,7300.0,1,5,2013
2018,0,5,1,5308.9,18,4,2018
2018,0,4,1,5308.47,9,11,2017
2021,0,11,2,7300.0,31,12,2017
2023,0,4,1,5308.23,6,9,2022
2023,0,5,1,5308.03,21,10,2021
2020,0,5,1,5308.03,6,2,2020
2020,0,4,1,5307.99,12,11,2019
2016,0,8,1,5307.67,11,7,2015
2020,0,11,2,7300.0,29,10,2020
2014,0,11,2,7300.0,24,3,2014
2022,0,4,1,5307.41,4,8,2021
2018,0,4,1,5307.33,30,9,2018
2016,0,11,2,7300.0,26,7,2016
2022,0,4,1,5306.43,17,9,2021
2019,0,5,1,5306.27,19,8,2019
2017,0,7,3,24920.0,18,8,2016
2014,0,11,2,7300.0,10,7,2013
2018,0,5,1,5306.21,15,9,2018
2015,0,16,3,24930.16,17,10,2012
2014,0,11,2,7300.0,30,1,2013
2017,0,5,1,5306.17,30,1,2017
2019,0,16,3,8000.0,29,12,2014
2023,0,8,1,5306.0,17,12,2023
2015,0,11,2,7300.0,24,6,2014
2018,0,5,1,5305.53,27,11,2017
2015,0,11,2,7300.0,24,6,2014
2015,0,5,1,5305.4,25,8,2011
2014,0,5,1,5304.14,15,9,2014
2021,0,11,2,7300.0,7,9,2016
2020,0,9,3,7978.32,16,9,2020
2018,0,16,3,24959.89,17,4,2017
2016,0,5,1,5304.0,27,3,2016
2019,0,5,1,5301.8,20,1,2019
2015,0,5,1,5301.16,1,10,2012
2014,0,5,1,5300.1,6,3,2014
2020,0,5,1,5300.0,17,12,2020
2014,0,11,2,7300.0,1,7,2013
2014,0,11,2,7300.0,4,11,2013
2018,0,11,2,7300.0,14,8,2017
2021,0,11,2,7300.0,30,6,2018
2015,0,11,2,7300.0,9,7,2013
2014,0,11,2,7300.0,3,10,2012
2015,0,11,2,7300.0,27,6,2011
2015,0,11,2,7300.0,21,3,2013
2018,0,5,1,5300.0,15,9,2018
2018,0,5,1,5300.0,15,9,2018
2023,0,4,1,5300.0,14,5,2022
2015,0,11,2,7300.0,22,3,2012
2019,0,4,1,5300.0,10,1,2019
2023,0,12,2,25000.0,25,10,2019
2014,0,5,1,5300.0,4,12,2012
2014,0,11,2,7300.0,6,10,2013
2016,0,5,1,5299.82,18,5,2015
2014,0,12,2,25000.0,23,6,2013
2015,0,11,2,7300.0,11,7,2005
2021,0,7,3,25000.0,10,11,2021
2020,0,5,1,5299.8,15,9,2020
2016,0,11,2,7299.89,30,10,2015
2020,0,8,1,5299.75,30,6,2019
2016,0,16,3,7958.4,4,2,2016
2014,0,11,2,7299.22,2,6,2013
2020,0,5,1,5299.45,3,12,2019
2015,0,5,1,5299.15,25,2,2015
2015,0,16,3,7958.2,19,3,2015
2023,0,5,1,5297.22,5,10,2022
2016,0,5,1,5297.21,2,10,2016
2015,0,11,2,7298.91,22,11,2014
2021,0,5,1,5297.06,9,11,2020
2020,0,8,1,5296.93,4,3,2020
2017,0,5,1,5296.16,9,10,2016
2018,0,5,1,5296.0,1,12,2016
2021,0,4,1,5295.54,18,3,2021
2018,0,5,1,5295.22,21,10,2017
2015,0,5,1,5294.67,10,9,2014
2021,0,5,1,5294.67,23,1,2021
2015,0,5,1,5294.63,22,10,2012
2023,0,8,1,5294.31,28,2,2023
2019,0,11,2,7295.83,22,11,2018
2023,0,11,2,7292.43,8,5,2022
2014,0,5,1,5294.0,1,8,2014
2019,0,5,1,5293.11,20,5,2019
2016,0,11,2,7292.09,8,6,2016
2020,0,4,1,5292.98,25,3,2019
2019,0,11,2,7290.07,9,7,2019
2022,0,5,1,5291.77,9,8,2022
2019,0,5,1,5291.16,12,4,2019
2015,0,16,3,25000.0,30,9,2012
2019,0,11,2,7289.84,27,2,2019
2017,0,11,2,7287.82,7,6,2017
2019,0,7,3,25000.0,4,1,2019
2015,0,12,2,25000.0,10,12,2013
2019,0,11,2,7287.81,25,9,2019
2021,0,11,2,7287.16,5,11,2020
2020,0,5,1,5290.52,22,11,2020
2020,0,4,1,5290.08,18,3,2019
2022,0,11,2,7282.59,29,3,2022
2019,0,4,1,5290.06,25,12,2018
2017,0,5,1,5290.0,27,3,2017
2014,0,11,2,7275.21,24,4,2013
2014,0,5,1,5290.0,2,6,2014
2020,0,11,2,7275.13,5,8,2020
2014,0,5,1,5289.61,21,4,2013
2015,0,12,2,25000.0,24,1,2015
2018,0,13,2,7927.91,3,2,2018
2022,0,11,2,7275.0,24,10,2021
2019,0,11,2,7268.4,2,10,2018
2019,0,12,2,25000.0,18,10,2016
2018,0,16,3,25000.0,24,2,2014
2017,0,5,1,5289.51,26,1,2017
2016,0,5,1,5288.84,3,12,2015
2014,0,5,1,5288.66,22,6,2014
2023,0,11,2,7268.13,18,12,2022
2020,0,7,3,25000.0,24,11,2019
2014,0,5,1,5288.49,24,12,2013
2022,0,11,2,7267.5,28,3,2018
2016,0,5,1,5287.12,7,4,2015
2022,0,12,2,25000.0,4,4,2022
2023,0,5,1,5286.91,25,5,2023
2014,0,5,1,5286.38,8,7,2014
2023,0,5,1,5285.42,28,8,2020
2019,0,5,1,5285.06,16,10,2017
2023,0,11,2,7267.08,15,9,2023
2019,0,11,2,7265.56,21,9,2019
2015,0,5,1,5284.72,25,7,2015
2020,0,11,2,7263.92,7,5,2020
2015,0,5,1,5284.72,21,12,2014
2019,0,11,2,7263.04,21,9,2018
2015,0,5,1,5284.72,10,8,2015
2020,0,11,2,7260.0,10,11,2019
2015,0,5,1,5284.72,8,10,2015
2015,0,12,2,25000.0,29,11,2014
2015,0,5,1,5284.72,15,7,2015
2018,0,5,1,5284.27,2,11,2016
2019,0,11,2,7256.03,11,5,2019
2014,0,5,1,5284.02,23,6,2013
2021,0,7,3,25000.0,20,12,2020
2022,0,5,1,5283.63,8,12,2021
2023,0,5,1,5283.61,24,5,2023
2019,0,5,1,5283.33,2,9,2012
2020,0,5,1,5283.32,6,3,2020
2015,0,11,2,7254.0,22,10,2014
2023,0,11,2,7250.0,30,10,2022
2022,0,7,3,25000.0,27,10,2022
2017,0,5,1,5283.1,2,7,2017
2020,0,9,3,25000.0,20,12,2019
2017,0,11,2,7246.73,8,5,2017
2014,0,5,1,5282.83,8,6,2014
2017,0,11,2,7246.0,14,2,2016
2017,0,8,1,5282.64,4,5,2016
2018,0,4,1,5280.76,12,3,2018
2022,0,11,2,7245.66,5,9,2022
2019,0,11,2,7243.11,18,2,2019
2023,0,11,2,7242.25,27,8,2023
2015,0,11,2,7241.75,7,12,2012
2022,0,5,1,5280.09,6,2,2022
2018,0,4,1,5280.06,27,1,2018
2020,0,8,1,5280.0,30,1,2018
2016,0,11,2,7240.0,20,7,2015
2023,0,5,1,5280.0,10,5,2023
2019,0,5,1,5280.0,4,3,2019
2020,0,8,1,5280.0,12,2,2018
2016,0,5,1,5279.24,25,1,2016
2018,0,11,2,7238.15,3,2,2018
2014,0,5,1,5279.08,24,11,2014
2022,0,5,1,5277.66,9,6,2022
2014,0,9,3,25000.0,4,1,2014
2021,0,11,2,7236.54,9,7,2021
2020,0,4,1,5276.69,21,7,2020
2015,0,5,1,5276.43,13,9,2015
2019,0,5,1,5275.96,21,3,2019
2018,0,7,3,25000.0,1,3,2017
2023,0,12,2,25000.0,19,2,2022
2019,0,11,2,7235.74,6,8,2019
2023,0,11,2,7235.7,4,11,2022
2018,0,9,3,7887.59,7,3,2016
2022,0,5,1,5275.6,26,12,2021
2021,0,11,2,7235.06,8,3,2021
2020,0,5,1,5275.58,31,7,2019
2023,0,11,2,7227.28,1,6,2023
2021,0,11,2,7225.0,1,12,2020
2021,0,9,3,25000.0,17,8,2021
2020,0,11,2,7225.0,7,8,2019
2022,0,11,2,7222.57,14,7,2022
2016,0,5,1,5275.25,18,10,2016
2022,0,5,1,5275.18,25,9,2022
2023,0,4,1,5273.87,4,10,2022
2021,0,5,1,5273.63,7,7,2021
2023,0,11,2,7222.41,19,5,2022
2016,0,5,1,5273.63,19,5,2016
2022,0,5,1,5273.63,28,2,2022
2022,0,5,1,5273.63,7,6,2022
2022,0,5,1,5273.63,7,11,2022
2022,0,11,2,7220.0,10,8,2011
2021,0,5,1,5273.63,21,12,2020
2020,0,5,1,5273.63,11,12,2019
2019,0,5,1,5273.63,6,2,2019
2020,0,11,2,7216.77,10,5,2015
2021,0,5,1,5273.63,7,7,2021
2022,0,11,2,7216.16,18,6,2019
2021,0,5,1,5273.63,30,5,2021
2021,0,5,1,5273.63,26,5,2021
2019,0,4,1,5273.6,20,2,2018
2022,0,11,2,7215.84,4,8,2021
2018,0,5,1,5273.6,15,10,2017
2019,0,5,1,5272.56,16,4,2019
2019,0,5,1,5272.49,21,8,2019
2014,0,5,1,5272.48,30,8,2014
2014,0,5,1,5272.25,24,2,2013
2015,0,7,3,7860.21,10,1,2015
2015,0,5,1,5272.0,24,6,2015
2023,0,11,2,7215.46,1,3,2023
2022,0,11,2,7212.53,20,6,2022
2017,0,5,1,5271.63,19,8,2017
2021,0,11,2,7209.36,13,7,2018
2022,0,11,2,7208.22,7,1,2022
2022,0,16,3,7858.67,19,1,2022
2016,0,9,3,25053.5,18,10,2016
2023,0,5,1,5271.57,27,3,2022
2015,0,11,2,7204.94,3,8,2015
2021,0,5,1,5271.23,4,1,2021
2016,0,16,3,25060.56,13,9,2015
2022,0,4,1,5271.21,16,3,2022
2017,0,5,1,5271.0,24,4,2017
2014,0,5,1,5268.67,16,6,2014
2020,0,5,1,5268.51,18,5,2020
2014,0,5,1,5267.69,19,4,2013
2023,0,5,1,5267.0,22,8,2022
2019,0,8,1,5266.68,26,2,2019
2021,0,4,1,5265.9,8,4,2021
2016,0,5,1,5265.82,21,10,2015
2016,0,16,3,25086.87,16,9,2015
2019,0,5,1,5265.2,18,11,2019
2023,0,5,1,5264.48,30,8,2021
2020,0,8,1,5264.43,30,1,2018
2014,0,5,1,5263.99,7,8,2014
2015,0,13,2,7845.3,8,3,2015
2023,0,7,3,25100.0,28,7,2023
2015,0,11,2,7203.64,2,1,2015
2020,0,11,2,7200.33,30,6,2020
2019,0,7,3,25100.0,4,4,2019
2023,0,11,2,7200.0,29,9,2023
2023,0,9,3,25102.5,25,10,2021
2021,0,11,2,7200.0,4,6,2013
2019,0,11,2,7200.0,27,3,2019
2022,0,5,1,5263.41,9,5,2022
2021,0,4,1,5263.34,14,3,2021
2018,0,5,1,5263.18,25,10,2017
2020,0,5,1,5262.35,3,10,2020
2019,0,5,1,5262.32,11,4,2018
2015,0,16,3,25128.92,3,11,2012
2018,0,4,1,5262.11,28,10,2018
2018,0,5,1,5261.8,13,9,2017
2014,0,5,1,5261.64,3,3,2013
2016,0,11,2,7200.0,1,2,2016
2017,0,11,2,7200.0,25,7,2017
2021,0,8,1,5260.65,21,11,2021
2021,0,5,1,5260.31,10,8,2021
2017,0,5,1,5260.0,17,5,2015
2016,0,11,2,7200.0,2,12,2015
2022,0,5,1,5259.76,3,3,2022
2016,0,7,3,7840.0,19,9,2016
2015,0,16,3,7831.96,19,7,2015
2017,0,11,2,7200.0,3,11,2017
2021,0,7,3,25150.0,11,2,2021
2023,0,4,1,5258.2,27,11,2022
2019,0,5,1,5257.5,29,10,2018
2020,0,11,2,7200.0,2,3,2020
2016,0,5,1,5257.23,15,6,2016
2023,0,7,3,7819.0,25,5,2023
2014,0,11,2,7200.0,20,2,2014
2020,0,11,2,7200.0,28,5,2020
2023,0,4,1,5257.23,25,5,2023
2017,0,5,1,5257.23,28,11,2017
2020,0,11,2,7200.0,2,6,2020
2018,0,5,1,5256.71,30,4,2018
2018,0,8,1,5256.19,6,11,2017
2015,0,11,2,7200.0,28,2,2014
2019,0,5,1,5255.35,31,5,2019
2017,0,4,1,5255.19,20,5,2017
2014,0,11,2,7200.0,28,1,2013
2019,0,16,3,7800.0,24,8,2015
2020,0,11,2,7200.0,25,8,2013
2019,0,5,1,5253.91,24,10,2019
2022,0,4,1,5253.43,14,3,2022
2020,0,11,2,7200.0,4,6,2013
2016,0,5,1,5253.0,24,8,2015
2016,0,6,1,25200.0,14,12,2016
2021,0,4,1,5252.62,22,4,2018
2016,0,11,2,7200.0,13,4,2016
2019,0,4,1,5251.0,21,6,2018
2021,0,11,2,7200.0,28,2,2019
2023,0,4,1,5250.28,12,2,2019
2019,0,11,2,7200.0,1,10,2018
2021,0,11,2,7200.0,27,5,2021
2021,0,5,1,5250.02,15,3,2021
2017,0,5,1,5250.0,20,10,2016
2019,0,11,2,7200.0,22,10,2013
2019,0,11,2,7200.0,8,3,2017
2019,0,5,1,5250.0,27,10,2019
2018,0,7,3,7800.0,20,9,2017
2020,0,11,2,7200.0,7,3,2015
2021,0,11,2,7200.0,15,12,2020
2020,0,4,1,5249.27,21,1,2018
2018,0,5,1,5249.12,8,10,2016
2019,0,4,1,5248.85,11,4,2019
2018,0,4,1,5248.22,3,6,2018
2020,0,5,1,5247.0,3,9,2020
2015,0,5,1,5246.88,9,9,2015
2018,0,5,1,5245.78,13,11,2017
2021,0,11,2,7200.0,11,5,2021
2019,0,7,3,25230.0,12,2,2012
2022,0,4,1,5245.59,17,8,2022
2017,0,4,1,5245.43,15,12,2016
2019,0,5,1,5245.42,2,10,2018
2022,0,11,2,7200.0,5,12,2020
2015,0,5,1,5245.19,9,11,2014
2022,0,11,2,7197.5,14,3,2022
2022,0,11,2,7197.46,24,3,2022
2014,0,5,1,5244.98,4,1,2014
2018,0,7,3,25255.0,18,12,2017
2017,0,5,1,5244.88,15,8,2017
2014,0,8,1,5244.65,17,7,2014
2014,0,16,3,25261.48,7,1,2014
2022,0,11,2,7197.16,4,10,2022
2023,0,5,1,5244.25,30,1,2023
2016,0,11,2,7197.04,10,8,2015
2019,0,5,1,5244.16,21,3,2019
2020,0,11,2,7193.93,7,7,2020
2023,0,4,1,5244.06,25,10,2023
2016,0,5,1,5243.53,10,9,2015
2021,0,5,1,5243.32,8,2,2019
2015,0,5,1,5242.54,30,9,2014
2019,0,11,2,7191.56,11,6,2019
2016,0,11,2,7188.8,20,9,2016
2015,0,5,1,5242.35,23,1,2014
2020,0,5,1,5242.11,2,12,2019
2022,0,11,2,7187.1,15,4,2022
2019,0,11,2,7181.83,6,8,2019
2014,0,5,1,5242.08,10,9,2014
2021,0,5,1,5241.8,24,12,2015
2021,0,5,1,5241.8,28,3,2017
2015,0,5,1,5241.61,27,10,2011
2021,0,5,1,5241.48,13,9,2020
2017,0,5,1,5240.96,5,5,2015
2018,0,4,1,5240.91,12,12,2017
2015,0,5,1,5240.05,10,9,2014
2015,0,11,2,7180.2,18,8,2015
2015,0,11,2,7180.0,29,9,2014
2018,0,11,2,7174.9,3,8,2017
2018,0,5,1,5240.0,10,8,2018
2015,0,5,1,5240.0,5,5,2015
2015,0,5,1,5239.99,6,8,2013
2021,0,11,2,7169.77,24,12,2020
2016,0,11,2,7160.43,13,3,2016
2021,0,11,2,7160.0,2,8,2021
2017,0,16,3,25333.86,14,2,2011
2020,0,0,3,25335.0,11,10,2020
2023,0,11,2,7160.0,7,7,2023
2017,0,4,1,5239.66,7,6,2017
2015,0,11,2,7160.0,3,7,2014
2023,0,4,1,5239.51,12,1,2023
2018,0,11,2,7159.27,26,1,2018
2015,0,5,1,5239.27,6,4,2015
2019,0,11,2,7158.69,22,2,2018
2017,0,5,1,5239.24,8,5,2016
2019,0,4,1,5239.2,2,4,2018
2016,0,5,1,5238.15,17,2,2016
2023,0,8,1,5236.36,24,2,2023
2020,0,11,2,7158.53,25,11,2019
2018,0,11,2,7157.0,24,10,2017
2014,0,16,3,25371.57,2,12,2012
2019,0,5,1,5236.27,15,5,2019
2016,0,16,3,7780.94,7,9,2011
2021,0,5,1,5235.36,2,10,2020
2018,0,4,1,5234.74,22,5,2018
2020,0,4,1,5234.33,31,7,2019
2016,0,11,2,7155.89,23,8,2016
2021,0,11,2,7155.78,4,4,2020
2019,0,11,2,7150.0,24,9,2019
2022,0,4,1,5234.12,9,8,2021
2016,0,11,2,7148.97,22,5,2016
2019,0,11,2,7148.15,28,10,2018
2016,0,5,1,5233.86,17,1,2016
2017,0,13,2,25405.4,9,5,2016
2015,0,5,1,5233.79,10,8,2009
2020,0,11,2,7148.13,1,6,2020
2022,0,5,1,5233.63,27,12,2021
2016,0,5,1,5233.63,12,5,2016
2015,0,5,1,5233.63,5,10,2015
2018,0,16,3,25412.79,25,10,2017
2023,0,4,1,5233.6,20,7,2023
2021,0,5,1,5233.56,27,12,2020
2017,0,4,1,5233.12,24,8,2017
2015,0,16,3,25416.27,17,7,2011
2019,0,11,2,7147.85,24,1,2019
2021,0,11,2,7147.74,6,7,2017
2014,0,5,1,5233.05,2,9,2013
2015,0,5,1,5232.66,3,11,2012
2021,0,11,2,7142.23,20,6,2021
2021,0,4,1,5231.83,10,10,2020
2022,0,4,1,5231.81,18,5,2022
2023,0,4,1,5231.25,16,3,2023
2022,0,11,2,7140.84,23,10,2021
2020,0,11,2,7140.5,17,12,2017
2019,0,5,1,5231.23,8,8,2018
2017,0,4,1,5231.16,14,10,2017
2017,0,5,1,5230.88,1,7,2017
2018,0,5,1,5230.78,21,5,2014
2018,0,4,1,5230.17,15,5,2017
2022,0,11,2,7138.96,29,5,2022
2021,0,11,2,7138.3,4,4,2021
2022,0,11,2,7137.4,27,10,2022
2020,0,7,3,25460.0,20,2,2020
2015,0,11,2,7130.03,27,11,2014
2014,0,11,2,7120.0,28,6,2011
2021,0,4,1,5229.96,7,10,2021
2016,0,5,1,5229.22,7,3,2015
2022,0,5,1,5229.02,2,9,2021
2016,0,5,1,5229.0,12,10,2014
2020,0,4,1,5228.92,11,3,2019
2014,0,5,1,5228.52,3,8,2014
2019,0,4,1,5228.16,24,12,2017
2014,0,11,2,7120.0,16,12,2012
2014,0,11,2,7120.0,24,2,2005
2020,0,4,1,5228.05,2,12,2019
2014,0,5,1,5227.66,28,6,2014
2017,0,5,1,5227.28,13,10,2016
2017,0,11,2,7119.05,31,5,2017
2019,0,5,1,5227.04,11,4,2018
2019,0,11,2,7118.15,12,9,2019
2018,0,11,2,7116.02,19,6,2018
2019,0,11,2,7113.7,22,4,2019
2017,0,11,2,7107.86,2,11,2016
2022,0,11,2,7107.42,24,6,2022
2016,0,8,1,5226.73,8,12,2015
2021,0,16,3,25500.0,29,9,2010
2015,0,5,1,5225.85,27,3,2014
2018,0,5,1,5225.46,18,8,2015
2020,0,16,3,7763.09,18,8,2020
2023,0,11,2,7103.11,19,2,2022
2016,0,11,2,7101.04,21,7,2014
2015,0,5,1,5225.4,20,1,2015
2016,0,5,1,5224.46,2,4,2015
2015,0,5,1,5224.0,1,12,2014
2016,0,5,1,5223.51,8,2,2016
2019,0,4,1,5223.25,23,12,2018
2014,0,5,1,5223.16,23,10,2014
2020,0,11,2,7100.33,15,10,2019
2018,0,4,1,5222.92,30,11,2017
2018,0,5,1,5222.33,21,11,2017
2016,0,5,1,5222.29,29,5,2016
2021,0,11,2,7100.0,23,6,2021
2019,0,5,1,5222.27,23,9,2018
2015,0,5,1,5221.82,11,10,2014
2020,0,5,1,5221.8,20,7,2019
2018,0,7,3,7750.0,28,12,2017
2018,0,11,2,7100.0,29,5,2015
2014,0,11,2,7100.0,19,3,2014
2018,0,4,1,5221.54,12,3,2018
2015,0,5,1,5220.73,30,10,2010
2023,0,5,1,5220.53,25,12,2021
2015,0,11,2,7100.0,18,12,2014
2017,0,4,1,5220.42,11,6,2017
2019,0,4,1,5220.39,7,5,2017
2018,0,11,2,7100.0,17,10,2018
2015,0,11,2,7100.0,30,10,2013
2021,0,5,1,5220.3,29,12,2017
2019,0,5,1,5220.12,26,2,2018
2016,0,5,1,5220.0,12,12,2015
2018,0,5,1,5220.0,27,12,2017
2014,0,11,2,7100.0,23,8,2013
2019,0,4,1,5220.0,10,1,2019
2021,0,11,2,7100.0,27,9,2013
2021,0,5,1,5219.89,8,10,2020
2015,0,11,2,7100.0,6,8,2012
2019,0,11,2,7096.46,26,3,2018
2020,0,8,1,5219.75,30,6,2019
2017,0,4,1,5219.71,18,3,2017
2021,0,5,1,5219.63,25,6,2021
2015,0,11,2,7093.77,22,7,2015
2016,0,5,1,5219.31,15,8,2015
2017,0,11,2,7090.2,12,12,2016
2021,0,11,2,7085.26,20,4,2021
2016,0,5,1,5218.96,7,5,2015
2016,0,5,1,5217.72,13,9,2015
2018,0,7,3,25600.0,7,5,2018
2014,0,11,2,7080.0,1,6,2012
2014,0,11,2,7080.0,13,11,2012
2015,0,5,1,5217.72,13,7,2015
2021,0,5,1,5217.68,17,5,2021
2016,0,16,3,25602.18,26,3,2015
2015,0,11,2,7080.0,22,8,2012
2022,0,12,2,25620.0,9,12,2017
2017,0,4,1,5217.66,19,2,2017
2014,0,11,2,7080.0,27,11,2012
2016,0,5,1,5217.5,27,3,2016
2019,0,5,1,5215.82,23,5,2019
2018,0,5,1,5215.6,12,9,2018
2015,0,5,1,5214.39,1,4,2013
2015,0,7,3,25640.0,7,2,2015
2021,0,6,1,25642.51,9,10,2020
2014,0,11,2,7080.0,19,10,2010
2017,0,0,3,25645.55,2,2,2017
2014,0,11,2,7080.0,26,6,2012
2020,0,4,1,5212.99,17,3,2019
2015,0,9,3,25650.0,25,4,2015
2018,0,11,2,7080.0,23,11,2013
2022,0,11,2,7078.56,31,3,2022
2018,0,16,3,25659.08,20,2,2012
2018,0,5,1,5211.64,4,4,2018
2016,0,5,1,5211.1,5,10,2015
2021,0,5,1,5210.54,24,1,2021
2014,0,5,1,5209.28,24,3,2014
2022,0,11,2,7078.23,10,7,2022
2017,0,11,2,7078.22,1,8,2017
2014,0,5,1,5209.06,30,7,2014
2017,0,5,1,5208.92,17,2,2015
2015,0,5,1,5208.61,15,2,2015
2023,0,5,1,5208.39,8,8,2021
2021,0,11,2,7073.63,21,3,2021
2019,0,11,2,7070.02,10,1,2019
2022,0,11,2,7070.0,23,1,2022
2023,0,4,1,5207.37,7,9,2023
2022,0,11,2,7068.8,15,6,2022
2017,0,9,3,25700.0,6,7,2012
2023,0,11,2,7065.94,24,2,2023
2020,0,5,1,5207.19,6,5,2020
2019,0,11,2,7064.88,12,3,2019
2014,0,9,3,25700.0,22,3,2008
2014,0,5,1,5206.92,2,2,2011
2018,0,4,1,5206.75,14,3,2017
2022,0,11,2,7061.67,11,12,2021
2020,0,6,1,25702.62,30,4,2020
2014,0,5,1,5206.16,6,8,2014
2015,0,16,3,25704.62,31,3,2012
2020,0,5,1,5206.07,29,1,2020
2017,0,5,1,5205.01,22,6,2017
2014,0,16,3,25709.6,13,11,2012
2023,0,5,1,5204.65,11,12,2022
2015,0,11,2,7060.0,23,5,2012
2015,0,5,1,5204.27,11,5,2014
2014,0,5,1,5203.99,2,2,2013
2022,0,4,1,5203.17,14,11,2021
2015,0,16,3,25735.78,28,5,2012
2014,0,11,2,7060.0,25,7,2013
2021,0,5,1,5201.53,16,6,2021
2019,0,5,1,5201.52,26,12,2018
2014,0,11,2,7060.0,5,11,2012
2023,0,12,2,25750.0,18,11,2017
2023,0,8,1,5200.4,14,4,2023
2022,0,4,1,5200.11,14,3,2022
2021,0,5,1,5200.11,17,3,2018
2019,0,5,1,5200.0,19,6,2019
2020,0,8,1,5200.0,4,11,2019
2020,0,7,3,25775.0,8,9,2019
2022,0,16,3,7741.06,20,8,2020
2019,0,7,3,25775.0,19,9,2019
2022,0,7,3,25775.0,26,5,2022
2015,0,11,2,7060.0,1,9,2012
2018,0,11,2,7059.5,4,9,2018
2021,0,7,3,7729.25,25,5,2021
2020,0,11,2,7059.42,16,6,2020
2018,0,5,1,5200.0,23,2,2018
2016,0,16,3,7707.19,14,12,2013
2015,0,5,1,5200.0,20,5,2013
2020,0,4,1,5200.0,26,10,2020
2021,0,11,2,7059.27,24,12,2020
2022,0,11,2,7058.17,2,5,2019
2023,0,11,2,7056.03,26,5,2022
2020,0,11,2,7055.67,12,5,2020
2022,0,11,2,7055.0,9,6,2022
2014,0,5,1,5200.0,24,12,2013
2014,0,11,2,7051.28,11,11,2014
2022,0,11,2,7050.33,1,2,2022
2022,0,11,2,7044.88,24,12,2021
2022,0,11,2,7044.81,12,11,2021
2016,0,11,2,7044.66,2,7,2015
2023,0,5,1,5200.0,25,7,2023
2016,0,11,2,7042.48,5,7,2015
2017,0,5,1,5200.0,15,11,2017
2016,0,16,3,7689.52,19,10,2014
2018,0,11,2,7041.5,26,1,2018
2021,0,11,2,7040.02,9,9,2020
2019,0,5,1,5200.0,9,6,2019
2018,0,5,1,5200.0,18,7,2018
2023,0,11,2,7037.73,15,12,2022
2018,0,5,1,5200.0,14,2,2018
2019,0,5,1,5199.27,18,3,2019
2019,0,6,1,25822.71,18,2,2019
2018,0,5,1,5198.98,10,6,2018
2021,0,11,2,7033.31,30,6,2020
2017,0,16,3,25830.92,7,5,2016
2018,0,4,1,5198.57,8,11,2018
2021,0,5,1,5198.35,9,4,2018
2023,0,4,1,5198.23,7,11,2021
2016,0,8,1,5197.79,13,4,2016
2018,0,5,1,5197.41,30,9,2018
2014,0,5,1,5196.63,14,4,2014
2016,0,5,1,5196.43,22,11,2015
2016,0,5,1,5196.43,3,1,2016
